durations,speakers,titles,views,hashtags
11:13,Tony Porter,A call to men,2.4M,"Inspiring, Courageous"
11:22,Eduardo Briceño,How to get better at the things you care about,2.4M,"Inspiring, Informative"
10:01,John McWhorter,4 reasons to learn a new language,2.4M,"Inspiring, Informative"
 8:22,Casey Brown,"Know your worth, and then ask for it",2.4M,"Inspiring, Persuasive"
18:24,Rory Sutherland,Perspective is everything,2.4M,"Informative, Persuasive"
12:14,Mariano Sigman,Your words may predict your future mental health,2.4M,"Fascinating, Informative"
11:20,Jane Fonda,Life's third act,2.4M,"Inspiring, Fascinating"
10:24,Bill Gates,Teachers need real feedback,2.4M,"Inspiring, Informative"
10:06,Joshua Klein,A thought experiment on the intelligence of crows,2.4M,"Fascinating, Ingenious"
13:57,Harry Cliff,Have we reached the end of physics?,2.4M,"Informative, Fascinating"
 9:47,Carin Bondar,The birds and the bees are just the beginning,2.4M,"Funny, Informative"
10:25,Boaz Almog,The levitating superconductor,2.4M,"Fascinating, Ingenious"
 2:52,Paolo Cardini,"Forget multitasking, try monotasking",2.4M,"Funny, Inspiring"
15:32,Astro Teller,The unexpected benefit of celebrating failure,2.4M,"Inspiring, Fascinating"
16:05,Sheena Iyengar,How to make choosing easier,2.4M,"Informative, Persuasive"
14:26,Sarah-Jayne Blakemore,The mysterious workings of the adolescent brain,2.4M,"Informative, Fascinating"
11:41,Sarah Lewis,Embrace the near win,2.4M,"Inspiring, Beautiful"
12:58,Lidia Yuknavitch,The beauty of being a misfit,2.4M,"Inspiring, Beautiful"
 5:48,Einstein the Parrot,"A talking, squawking parrot",2.4M,"Funny, Fascinating"
16:31,Taiye Selasi,"Don't ask where I'm from, ask where I'm a local",2.3M,"Inspiring, Beautiful"
23:30,Larry Page,Where's Google going next?,2.3M,"Informative, Inspiring"
 5:01,David Brooks,Should you live for your résumé ... or your eulogy?,2.3M,"Inspiring, Fascinating"
 3:18,Dean Ornish,The killer American diet that's sweeping the planet,2.3M,"Informative, Persuasive"
 4:07,Mark Bezos,A life lesson from a volunteer firefighter,2.3M,"Inspiring, Funny"
20:40,Daphne Koller,What we're learning from online education,2.3M,"Inspiring, Informative"
 6:08,Rosie King,How autism freed me to be myself,2.3M,"Inspiring, Courageous"
14:33,Marc Raibert,"Meet Spot, the robot dog that can run, hop and open doors",2.3M,"Fascinating, Ingenious"
 8:03,Joe Kowan,How I beat stage fright,2.3M,"Funny, Inspiring"
12:27,Latif Nasser,You have no idea where camels really come from,2.3M,"Funny, Fascinating"
17:57,Clifford Stoll,The call to learn,2.3M,"Funny, Inspiring"
 4:01,Jessa Gamble,Our natural sleep cycle is nothing like what we do now,2.3M,"Informative, Fascinating"
13:48,John McWhorter,Txtng is killing language. JK!!!,2.3M,"Informative, Fascinating"
 8:28,Dong Woo Jang,The art of bow-making,2.3M,"Inspiring, Fascinating"
14:14,Mellody Hobson,Color blind or color brave?,2.3M,"Inspiring, Courageous"
17:25,Susan Savage-Rumbaugh,The gentle genius of bonobos,2.3M,"Fascinating, Informative"
18:37,David Chalmers,How do you explain consciousness?,2.3M,"Fascinating, Informative"
 6:32,Mehdi Ordikhani-Seyedlar,What happens in your brain when you pay attention?,2.3M,"Inspiring, Fascinating"
15:33,Stephen Cave,The 4 stories we tell ourselves about death,2.3M,"Inspiring, Fascinating"
19:33,Julian Assange,Why the world needs WikiLeaks,2.3M,"Courageous, Inspiring"
 8:32,Bill Gates,The next outbreak? We're not ready,2.3M,"Informative, Persuasive"
 2:58,Arthur Benjamin,Teach statistics before calculus!,2.3M,"Persuasive, Informative"
19:45,Jeremy Howard,The wonderful and terrifying implications of computers that can learn,2.3M,"Informative, Fascinating"
19:20,Alain de Botton,Atheism 2.0,2.2M,"Inspiring, Persuasive"
13:29,Ben Goldacre,What doctors don't know about the drugs they prescribe,2.2M,"Informative, Persuasive"
 9:46,Kare Anderson,Be an opportunity maker,2.2M,"Inspiring, Informative"
 6:06,Anand Varma,The first 21 days of a bee's life,2.2M,"Informative, Fascinating"
16:56,Sheryl Sandberg,So we leaned in ... now what?,2.2M,"Inspiring, Courageous"
18:14,Bonnie Bassler,"How bacteria ""talk""",2.2M,"Fascinating, Informative"
14:19,Ben Goldacre,Battling bad science,2.2M,"Informative, Persuasive"
11:34,Jocelyne Bloch,The brain may be able to repair itself — with help,2.2M,"Informative, Fascinating"
 6:37,Dan Gartenberg,The brain benefits of deep sleep — and how to get more of it,2.2M,"Informative, Fascinating"
19:15,Steven Pinker,The surprising decline in violence,2.2M,"Persuasive, Informative"
17:52,Rodrigo Canales,The deadly genius of drug cartels,2.2M,"Informative, Fascinating"
 5:59,Sebastian Wernicke,"Lies, damned lies and statistics (about TEDTalks)",2.2M,"Funny, Ingenious"
 5:59,William Kamkwamba,How I harnessed the wind,2.2M,"Inspiring, Courageous"
13:20,Hans Rosling,Religions and babies,2.2M,"Informative, Fascinating"
 6:28,Joey Alexander,An 11-year-old prodigy performs old-school jazz,2.2M,"Beautiful, Fascinating"
 7:20,Kevin Allocca,Why videos go viral,2.2M,"Funny, Informative"
14:15,Andrew McAfee,What will future jobs look like?,2.2M,"Informative, Persuasive"
16:36,Ziauddin Yousafzai,"My daughter, Malala",2.2M,"Inspiring, Courageous"
 5:45,Graham Hill,Why I'm a weekday vegetarian,2.2M,"Persuasive, Inspiring"
 4:46,Philip Zimbardo,The demise of guys?,2.2M,"Informative, Funny"
21:23,Joseph Kim,The family I lost in North Korea. And the family I gained.,2.2M,"Inspiring, Courageous"
13:11,Parul Sehgal,An ode to envy,2.2M,"Fascinating, Funny"
15:53,Robert Lang,The math and magic of origami,2.2M,"Fascinating, Ingenious"
 6:32,Jim Fallon,Exploring the mind of a killer,2.2M,"Informative, Fascinating"
10:01,Phil Hansen,Embrace the shake,2.2M,"Inspiring, Fascinating"
15:59,Daniel Goldstein,The battle between your present and future self,2.2M,"Informative, Inspiring"
16:41,Tony Fadell,The first secret of design is ... noticing,2.2M,"Inspiring, Informative"
18:14,Bjarke Ingels,3 warp-speed architecture tales,2.2M,"Inspiring, Ingenious"
 5:14,Birke Baehr,What's wrong with our food system,2.2M,"Inspiring, Persuasive"
16:39,Keren Elazari,Hackers: the Internet's immune system,2.2M,"Informative, Inspiring"
14:33,Al Seckel,Visual illusions that show how we (mis)think,2.2M,"Fascinating, Funny"
 4:34,Melissa Marshall,Talk nerdy to me,2.2M,"Funny, Inspiring"
 6:04,ShaoLan Hsueh,"The Chinese zodiac, explained",2.1M,"Informative, Funny"
16:26,Matt Ridley,When ideas have sex,2.1M,"Fascinating, Inspiring"
 6:34,David Grady,How to save the world (or at least yourself) from bad meetings,2.1M,"Funny, Informative"
16:26,Ole Scheeren,Why great architecture should tell a story,2.1M,"Fascinating, Inspiring"
14:15,Jamie Bartlett,How the mysterious dark net is going mainstream,2.1M,"Informative, Fascinating"
17:58,Fei-Fei Li,How we're teaching computers to understand pictures,2.1M,"Inspiring, Informative"
 7:20,Daniele Quercia,Happy maps,2.1M,"Inspiring, Beautiful"
17:26,Martin Rees,Is this our final century?,2.1M,"Fascinating, Informative"
14:08,Martin Pistorius,How my mind came back to life — and no one knew,2.1M,"Inspiring, Courageous"
17:08,Rufus Griscom + Alisa Volkman,Let's talk parenting taboos,2.1M,"Funny, Informative"
 4:36,Anthony Goldbloom,The jobs we'll lose to machines — and the ones we won't,2.1M,"Informative, Inspiring"
12:08,Rajiv Maheswaran,The math behind basketball's wildest moves,2.1M,"Fascinating, Informative"
15:29,Chris Urmson,How a driverless car sees the road,2.1M,"Informative, Fascinating"
15:53,Jennifer Doudna,How CRISPR lets us edit our DNA,2.1M,"Informative, Fascinating"
11:27,Angélica Dass,The beauty of human skin in every color,2.1M,"Beautiful, Inspiring"
17:00,Peggy Orenstein,What young women believe about their own sexual pleasure,2.1M,"Informative, Inspiring"
22:52,Emily Levine,A theory of everything,2.1M,"Funny, Ingenious"
17:06,Gustavo Dudamel and the Teresa Carreño Youth Orchestra,El Sistema's top youth orchestra,2.1M,"Beautiful, Inspiring"
 7:20,Richard Turere,My invention that made peace with lions,2.1M,"Inspiring, Ingenious"
16:23,Dambisa Moyo,Is China the new idol for emerging economies?,2.1M,"Informative, Persuasive"
 6:39,Gary Kovacs,Tracking our online trackers,2.1M,"Informative, Persuasive"
 9:55,Jennifer Golbeck,"Your social media ""likes"" expose more than you think",2.1M,"Informative, Fascinating"
 4:26,Alexis Ohanian,How to make a splash in social media,2.1M,"Funny, Informative"
 7:52,Britta Riley,A garden in my apartment,2.1M,"Inspiring, Ingenious"
17:55,Paul Nicklen,Animal tales from icy wonderlands,2.1M,"Beautiful, Fascinating"
12:31,Joi Ito,"Want to innovate? Become a ""now-ist""",2.1M,"Inspiring, Informative"
19:37,Burt Rutan,The real future of space exploration,2.1M,"Inspiring, Informative"
10:09,Eric Giler,A demo of wireless electricity,2.1M,"Ingenious, Fascinating"
11:10,Beardyman,The polyphonic me,2.1M,"Fascinating, Ingenious"
18:06,Thomas Hellum,The world's most boring television ... and why it's hilariously addictive,2.1M,"Funny, Fascinating"
21:58,Aimee Mullins,The opportunity of adversity,2.1M,"Inspiring, Courageous"
17:10,Peter van Uhm,Why I chose a gun,2.1M,"Inspiring, Persuasive"
15:51,Joe Gebbia,How Airbnb designs for trust,2.1M,"Inspiring, Fascinating"
 9:29,Peter Doolittle,"How your ""working memory"" makes sense of the world",2.1M,"Informative, Fascinating"
17:17,Linda Hill,How to manage for collective creativity,2.1M,"Inspiring, Informative"
 8:47,John Lloyd,An animated tour of the invisible,2.1M,"Funny, Fascinating"
21:38,Dave Isay,Everyone around you has a story the world needs to hear,2.1M,"Inspiring, Beautiful"
19:28,Morgan Spurlock,The greatest TED Talk ever sold,2.1M,"Funny, Ingenious"
 9:38,Sue Austin,Deep sea diving ... in a wheelchair,2.1M,"Inspiring, Beautiful"
18:54,Tshering Tobgay,This country isn't just carbon neutral — it's carbon negative,2.1M,"Inspiring, Beautiful"
19:17,Caroline Casey,Looking past limits,2M,"Inspiring, Courageous"
 6:54,Christopher Emdin,Teach teachers how to create magic,2M,"Inspiring, Persuasive"
13:01,Rich Benjamin,My road trip through the whitest towns in America,2M,"Funny, Informative"
 6:18,Marco Tempest,"And for my next trick, a robot",2M,"Funny, Fascinating"
14:16,Phil Plait,How to defend Earth from asteroids,2M,"Funny, Fascinating"
16:48,Susan David,The gift and power of emotional courage,2M,"Inspiring, Beautiful"
 7:24,Harald Haas,Forget Wi-Fi. Meet the new Li-Fi Internet,2M,"Informative, Fascinating"
 9:52,Ray Kurzweil,Get ready for hybrid thinking,2M,"Informative, Fascinating"
17:17,Adam Spencer,Why I fell in love with monster prime numbers,2M,"Funny, Fascinating"
 5:50,Lucianne Walkowicz,Let's not use Mars as a backup planet,2M,"Inspiring, Informative"
15:33,Denis Dutton,A Darwinian theory of beauty,2M,"Fascinating, Beautiful"
17:04,Roger Antonsen,Math is the hidden secret to understanding the world,2M,"Fascinating, Inspiring"
16:33,Ray Dalio,How to build a company where the best ideas win,2M,"Inspiring, Informative"
17:29,Seth Godin,The tribes we lead,2M,"Inspiring, Persuasive"
17:40,Tali Sharot,The optimism bias,2M,"Informative, Fascinating"
19:26,Carl Safina,What are animals thinking and feeling?,2M,"Beautiful, Inspiring"
 7:15,Sergey Brin,Why Google Glass?,2M,"Informative, Fascinating"
11:56,Geert Chatrou,A whistleblower you haven't heard,2M,"Beautiful, Fascinating"
14:57,Ronny Edry,Israel and Iran: A love story?,2M,"Inspiring, Beautiful"
20:37,Glenn Greenwald,Why privacy matters,2M,"Informative, Persuasive"
16:16,Neha Narula,The future of money,2M,"Informative, Fascinating"
13:11,Helder Guimarães,A magical search for a coincidence,2M,"Fascinating, Funny"
14:02,Christopher Ryan,Are we designed to be sexual omnivores?,2M,"Informative, Fascinating"
 5:38,Benedetta Berti,The surprising way groups like ISIS stay in power,2M,"Informative, Persuasive"
17:27,Steven Pinker,What our language habits reveal,2M,"Informative, Fascinating"
19:02,Dan Barber,How I fell in love with a fish,2M,"Inspiring, Informative"
13:21,Jim Hemerling,5 ways to lead in an era of constant change,2M,"Inspiring, Informative"
11:30,Karen Thompson Walker,What fear can teach us,2M,"Inspiring, Fascinating"
14:49,Juan Enriquez,We can reprogram life. How to do it wisely,2M,"Informative, Fascinating"
11:48,Alex Wissner-Gross,A new equation for intelligence,2M,"Fascinating, Informative"
23:15,Sting,How I started writing songs again,2M,"Inspiring, Beautiful"
14:02,Leila Hoteit,3 lessons on success from an Arab businesswoman,2M,"Inspiring, Courageous"
15:17,Mandy Len Catron,A better way to talk about love,2M,"Beautiful, Inspiring"
16:40,John Hodgman,"Aliens, love — where are they?",2M,"Funny, Beautiful"
 5:12,Clint Smith,How to raise a black son in America,1.9M,"Inspiring, Courageous"
18:11,Jennifer Senior,"For parents, happiness is a very high bar",1.9M,"Inspiring, Informative"
17:00,Tristan Harris,How a handful of tech companies control billions of minds every day,1.9M,"Informative, Inspiring"
13:39,Dame Stephanie Shirley,Why do ambitious women have flat heads?,1.9M,"Inspiring, Beautiful"
 4:52,Hannah Brencher,Love letters to strangers,1.9M,"Inspiring, Beautiful"
13:18,Michael Rubinstein,"See invisible motion, hear silent sounds",1.9M,"Ingenious, Fascinating"
 7:43,Vilayanur Ramachandran,The neurons that shaped civilization,1.9M,"Fascinating, Informative"
 5:33,Matthew O'Reilly,“Am I dying?” The honest answer.,1.9M,"Inspiring, Beautiful"
 6:35,Marco Tempest,A cyber-magic card trick like no other,1.9M,"Fascinating, Ingenious"
10:54,Luvvie Ajayi,Get comfortable with being uncomfortable,1.9M,"Inspiring, Courageous"
16:27,Rob Legato,The art of creating awe,1.9M,"Fascinating, Funny"
16:17,Paul Bloom,The origins of pleasure,1.9M,"Fascinating, Informative"
19:05,Scott Galloway,"How Amazon, Apple, Facebook and Google manipulate our emotions",1.9M,"Informative, Persuasive"
23:19,Janine Benyus,Biomimicry's surprising lessons from nature's engineers,1.9M,"Inspiring, Fascinating"
14:47,Anjan Chatterjee,How your brain decides what is beautiful,1.9M,"Informative, Fascinating"
16:10,Shereen El Feki,A little-told tale of sex and sensuality,1.9M,"Informative, Courageous"
18:24,Stewart Brand,The dawn of de-extinction. Are you ready?,1.9M,"Fascinating, Informative"
15:55,Dennis Hong,My seven species of robot — and how we created them,1.9M,"Ingenious, Inspiring"
14:51,Uri Hasson,This is your brain on communication,1.9M,"Informative, Fascinating"
27:58,Tim Brown,Tales of creativity and play,1.9M,"Inspiring, Informative"
11:59,Euna Lee,What I learned as a prisoner in North Korea,1.9M,"Inspiring, Courageous"
10:05,Diana Laufenberg,How to learn? From mistakes,1.9M,"Inspiring, Persuasive"
15:24,Chrystia Freeland,The rise of the new global super-rich,1.9M,"Informative, Persuasive"
 4:29,Alisa Miller,How the news distorts our worldview,1.9M,"Informative, Persuasive"
13:54,David Gruber,Glow-in-the-dark sharks and other stunning sea creatures,1.9M,"Fascinating, Informative"
14:01,Yassmin Abdel-Magied,What does my headscarf mean to you?,1.9M,"Inspiring, Informative"
16:02,Susan Pinker,The secret to living longer may be your social life,1.9M,"Informative, Inspiring"
23:03,Jim Simons,The mathematician who cracked Wall Street,1.9M,"Inspiring, Informative"
 7:48,Louie Schwartzberg,The hidden beauty of pollination,1.9M,"Beautiful, Fascinating"
22:55,Zeynep Tufekci,We're building a dystopia just to make people click on ads,1.9M,"Informative, Persuasive"
14:56,Sofia Jawed-Wessel,The lies we tell pregnant women,1.9M,"Informative, Inspiring"
16:46,Annie Murphy Paul,What we learn before we're born,1.9M,"Informative, Fascinating"
18:56,Lawrence Lessig,Laws that choke creativity,1.9M,"Persuasive, Inspiring"
17:08,James Cameron,Before Avatar ... a curious boy,1.9M,"Inspiring, Fascinating"
11:40,Ken Robinson,Changing education paradigms,1.9M,"Inspiring, Informative"
18:45,William Ury,"The walk from ""no"" to ""yes""",1.9M,"Inspiring, Persuasive"
14:40,Benjamin Wallace,The price of happiness,1.9M,"Informative, Funny"
20:34,David Eagleman,Can we create new senses for humans?,1.9M,"Fascinating, Ingenious"
17:50,Juno Mac,The laws that sex workers really want,1.9M,"Courageous, Informative"
 9:26,Janet Echelman,Taking imagination seriously,1.9M,"Beautiful, Inspiring"
 8:21,Al Vernacchio,Sex needs a new metaphor. Here's one ...,1.9M,"Funny, Persuasive"
16:38,Yves Morieux,How too many rules at work keep you from getting things done,1.9M,"Inspiring, Persuasive"
18:36,Majora Carter,Greening the ghetto,1.9M,"Inspiring, Courageous"
13:20,Daniel Suarez,The kill decision shouldn't belong to a robot,1.9M,"Persuasive, Informative"
14:10,Auke Ijspeert,A robot that runs and swims like a salamander,1.9M,"Informative, Fascinating"
16:48,Juan Enriquez,Will our kids be a different species?,1.9M,"Fascinating, Informative"
19:43,Nicholas Negroponte,A 30-year history of the future,1.9M,"Inspiring, Informative"
17:22,Manwar Ali,Inside the mind of a former radical jihadist,1.9M,"Courageous, Informative"
